section,section_height,d13C,d13C_std,d18O,d18O_std,strat_m,mts_mtx,si_d,d44_40Ca,87Sr/86Sr,Ca_ppm,Mg_ppm,Al_ppm,Fe_ppm,K_ppm,Mn_ppm,Na_ppm,Sr_ppm
T61,5.9,5.95,0.0295,-4.06,0.141,4135.3,mtx,0.4,,,,,,,,,,
T61,7.3,5.03,0.0754,-4.36,0.1606,4136.7,mtx,0.2,,,,,,,,,,
T61,9.2,5.68,0.0425,-7.04,0.2433,4138.6,mtx,0.01,,,,,,,,,,
T61,10.8,5.49,0.0539,-3.69,0.2276,4140.2,mtx,1.4,,,,,,,,,,
T61,13.1,4.69,0.0468,-6.36,0.2281,4142.5,mtx,3.7,,,,,,,,,,
T61,14.9,5.03,0.0533,-3.71,0.2891,4144.3,mtx,2.6,,,,,,,,,,
T61,17.0,4.17,0.1072,-5.61,0.3727,4146.4,mtx,0.5,,,,,,,,,,
T61,17.0,4.89,0.0939,-5.16,0.1736,4146.4,mtx,0.5,,,,,,,,,,
T61,47.5,2.12,0.1225,-7.5,0.3425,4176.9,mtx,0.01,,,,,,,,,,
T61,48.4,2.28,0.0808,-8.73,0.128,4177.8,mtx,0.2,,,,,,,,,,
T61,50.4,,,,,4179.8,mtx,0.2,,,,,,,,,,
T61,53.0,3.65,0.0812,-8.19,0.2405,4182.4,mtx,0.01,,,,,,,,,,
T61,54.3,4.32,0.0615,-7.66,0.1771,4183.7,mtx,1.3,,,,,,,,,,
T61,57.4,4.48,0.1174,-7.72,0.335,4186.8,mtx,0.01,,,,,,,,,,
T61,61.4,5.58,0.07,-7.46,0.1249,4190.8,mtx,0.2,,,,,,,,,,
T61,64.0,6.5,0.1211,-7.5,0.9117,4193.4,mtx,0.6,,,,,,,,,,
T61,65.8,6.67,0.1008,-7.1,0.5622,4195.2,mtx,0.01,,,,,,,,,,
T61,69.2,5.79,0.07,-6.95,0.0753,4198.6,mtx,0.01,,,,,,,,,,
T61,72.0,6.72,0.0571,-6.08,0.0906,4201.4,mtx,0.2,,,,,,,,,,
T61,75.4,6.77,0.0511,-5.45,0.1512,4204.8,mtx,3.6,,,,,,,,,,
T61,76.8,6.93,0.0655,-5.11,0.1006,4206.2,mtx,5.0,,,,,,,,,,
T61,77.7,6.76,0.0766,-5.36,0.1253,4207.1,mtx,5.9,,,,,,,,,,
T61,79.7,6.91,0.0588,-5.49,0.1928,4209.1,mtx,7.9,,,,,,,,,,
T61,81.0,6.62,0.0631,-5.19,0.1527,4210.4,mtx,9.2,,,,,,,,,,
T61,82.3,6.75,0.0673,-4.96,0.2137,4211.7,mtx,10.5,,,,,,,,,,
T61,84.0,6.91,0.0522,-4.82,0.1706,4213.4,mtx,12.2,,,,,,,,,,
T61,85.9,7.03,0.0535,-4.42,0.1539,4215.3,mtx,14.1,,,,,,,,,,
T61,87.2,6.54,0.0409,-5.62,0.1912,4216.6,mtx,15.4,,,,,,,,,,
T61,88.4,7.1,0.0783,-4.1,0.0946,4217.8,mtx,16.6,,,,,,,,,,
T61,89.1,6.56,0.0623,-5.53,0.1363,4218.5,mtx,17.3,,,,,,,,,,
T61,90.5,7.07,0.0421,-4.15,0.2345,4219.9,mtx,18.7,,,,,,,,,,
T61,91.4,6.7,0.0786,-5.15,0.1779,4220.8,mtx,19.6,,,,,,,,,,
T61,92.5,6.73,0.0673,-5.84,0.3361,4221.9,mtx,20.7,,,,,,,,,,
T61,96.3,7.33,0.1304,-4.97,0.5489,4225.7,mtx,17.0,,,,,,,,,,
T61,97.3,7.05,0.0708,-4.04,0.1126,4226.7,mtx,16.0,,,,,,,,,,
T61,98.7,6.75,0.069,-4.31,0.1968,4228.1,mtx,14.6,,,,,,,,,,
T61,100.1,6.69,0.1974,-4.01,0.6776,4229.5,mtx,13.2,,,,,,,,,,
T61,102.3,2.01,0.1353,-7.59,0.6853,4231.7,mtx,11.0,,,,,,,,,,
T61,103.1,5.65,0.0729,-4.22,0.2605,4232.5,mtx,10.2,,,,,,,,,,
T61,106.7,5.99,0.0684,-3.11,0.2385,4236.1,mtx,6.6,,,,,,,,,,
T61,109.9,4.72,0.0879,-3.22,0.2126,4239.3,mtx,3.4,,,,,,,,,,
T61,111.6,0.77,0.0745,-2.77,0.3038,4241.0,mtx,1.7,,,,,,,,,,
T61,113.3,0.9,0.167,-7.32,0.3336,4242.7,mtx,0.01,,,,,,,,,,
T61,153.3,0.75,0.0427,-5.07,0.2312,4282.7,mtx,2.2,,,,,,,,,,
T61,158.7,2.45,0.0597,-3.42,0.1707,4288.1,mtx,5.7,,,,,,,,,,
T61,161.7,2.84,0.0354,-2.36,0.196,4291.1,mtx,2.7,,,,,,,,,,
T61,164.4,-2.16,0.1249,-2.46,0.2086,4293.8,mtx,0.01,,,,,,,,,,
T61,182.0,-2.95,0.1431,-4.06,0.3299,4311.4,mtx,0.4,,,,,,,,,,
T61,183.6,-2.86,0.1013,-4.36,0.6039,4313.0,mtx,2.0,,,,,,,,,,
T61,187.3,2.51,0.0499,-2.27,0.295,4316.7,mtx,5.7,,,,,,,,,,
T61,189.7,2.34,0.0878,-1.88,0.2275,4319.1,mtx,8.1,,,,,,,,,,
T61,191.1,2.17,0.069,-1.73,0.226,4320.5,mtx,9.5,,,,,,,,,,
T61,192.1,1.89,0.0765,-2.76,0.36,4321.5,mtx,10.5,,,,,,,,,,
T61,193.7,1.49,0.0355,-3.06,0.2635,4323.1,mtx,12.1,,,,,,,,,,
T61,195.7,1.79,0.0938,-2.24,0.1391,4325.1,mtx,14.1,,,,,,,,,,
T61,196.3,1.62,0.2237,-2.37,1.1484,4325.7,mtx,14.7,,,,,,,,,,
T61,252.6,1.27,0.076,-1.72,0.1546,4382.0,mtx,71.0,,,,,,,,,,
T61,253.2,1.24,0.0719,-2.05,0.372,4382.6,mtx,71.6,,,,,,,,,,
T61,254.1,1.35,0.0788,-2.04,0.1653,4383.5,mtx,72.5,,,,,,,,,,
T61,254.8,1.29,0.0555,-3.37,0.2806,4384.2,mtx,73.2,,,,,,,,,,
T61,255.4,1.38,0.0829,-2.43,0.1625,4384.8,mtx,73.8,,,,,,,,,,
T61,256.2,1.23,0.0498,-2.61,0.2013,4385.6,mtx,74.6,,,,,,,,,,
T61,257.3,1.12,0.0267,-2.31,0.1424,4386.7,mtx,75.7,,,,,,,,,,
T61,258.1,1.35,0.0664,-2.21,0.2633,4387.5,mtx,76.5,,,,,,,,,,
T61,259.0,1.23,0.0861,-3.12,0.3373,4388.4,mtx,77.4,,,,,,,,,,
T61,262.2,1.25,0.0257,-2.47,0.2244,4391.6,mtx,76.7,,,,,,,,,,
T61,263.2,1.4,0.0345,-1.33,0.1695,4392.6,mtx,75.7,,,,,,,,,,
T61,264.2,1.43,0.075,-1.35,0.2097,4393.6,mtx,74.7,,,,,,,,,,
T61,266.0,1.18,0.0394,-0.75,0.131,4395.4,mtx,72.9,,,,,,,,,,
T61,266.5,0.97,0.0468,-0.61,0.0732,4395.9,mtx,72.4,,,,,,,,,,
T61,268.9,1.15,0.0359,-1.5,0.1533,4398.3,mtx,70.0,,,,,,,,,,
T61,269.7,,,,,4399.1,mtx,69.2,,,,,,,,,,
T61,270.9,1.33,0.0692,-2.72,0.3431,4400.3,mtx,68.0,,,,,,,,,,
T61,272.0,1.35,0.0505,-1.22,0.0951,4401.4,mtx,66.9,,,,,,,,,,
T61,273.0,1.09,0.073,-0.59,0.2609,4402.4,mtx,65.9,,,,,,,,,,
T61,274.2,1.28,0.0793,-0.75,0.1774,4403.6,mtx,64.7,,,,,,,,,,
T61,275.2,1.07,0.1417,-0.89,0.2652,4404.6,mtx,63.7,,,,,,,,,,
T61,276.3,1.47,0.065,-0.72,0.2523,4405.7,mtx,62.6,,,,,,,,,,
T61,286.7,1.15,0.111,-2.31,0.3427,4416.1,mtx,52.2,,,,,,,,,,
T61,287.4,1.56,0.0584,-0.91,0.1378,4416.8,mtx,51.5,,,,,,,,,,
T61,288.4,1.56,0.0798,-1.66,0.1501,4417.8,mtx,50.5,,,,,,,,,,
T61,289.3,1.44,0.0534,-1.48,0.1341,4418.7,mtx,49.6,,,,,,,,,,
T61,290.7,1.61,0.1347,-1.62,0.1939,4420.1,mtx,48.2,,,,,,,,,,
T61,292.1,1.58,0.1008,-1.81,0.3786,4421.5,mtx,46.8,,,,,,,,,,
T61,293.8,1.39,0.083,-1.6,0.1869,4423.2,mtx,45.1,,,,,,,,,,
T61,294.2,1.65,0.12,-0.94,0.384,4423.6,mtx,44.7,,,,,,,,,,
T61,296.1,1.24,0.068,-3.71,0.223,4425.5,mtx,42.8,,,,,,,,,,
T61,298.4,1.89,0.088,-7.88,0.264,4427.8,mtx,40.5,,,,,,,,,,
T61,300.3,2.69,0.052,-3.89,0.227,4429.7,mtx,38.6,,,,,,,,,,
T61,304.0,1.76,0.043,-10.11,0.289,4433.4,mtx,34.9,,,,,,,,,,
T61,307.5,2.12,0.072,-9.63,0.324,4436.9,mtx,31.4,,,,,,,,,,
T61,310.3,2.52,0.133,-6.66,0.428,4439.7,mtx,28.6,,,,,,,,,,
T61,312.0,1.9,0.033,-11.16,0.3,4441.4,mtx,26.9,,,,,,,,,,
T61,313.7,2.05,0.08,-11.6,0.142,4443.1,mtx,25.2,,,,,,,,,,
T61,315.5,3.53,0.0323,-1.56,0.147,4444.9,mtx,23.4,,,,,,,,,,
T61,317.7,3.03,0.0496,-2.62,0.2037,4447.1,mtx,21.2,,,,,,,,,,
T61,318.8,3.19,0.0534,-2.72,0.3535,4448.2,mtx,20.1,,,,,,,,,,
T61,319.9,3.12,0.072,-1.66,0.237,4449.3,mtx,19.0,,,,,,,,,,
T61,325.7,2.26,0.0407,-2.52,0.2343,4455.1,mtx,13.2,,,,,,,,,,
T61,327.3,2.23,0.096,-2.64,0.24,4456.7,mtx,11.6,,,,,,,,,,
T61,329.6,2.47,0.0448,-1.77,0.1026,4459.0,mtx,9.3,,,,,,,,,,
T61,331.3,2.87,0.0725,-2.06,0.2612,4460.7,mtx,7.6,,,,,,,,,,
T61,332.4,2.78,0.0519,-1.14,0.1667,4461.8,mtx,6.5,,,,,,,,,,
T61,334.1,2.22,0.047,-2.06,0.282,4463.5,mtx,4.8,,,,,,,,,,
T61,335.7,2.09,0.0442,-2.23,0.1705,4465.1,mtx,3.2,,,,,,,,,,
T61,336.4,2.26,0.039,-2.66,0.232,4465.8,mtx,2.5,,,,,,,,,,
T61,337.8,2.12,0.056,-2.29,0.207,4467.2,mtx,1.1,,,,,,,,,,
T62,0.4,,,,,,mtx,,,,,,,,,,,
T62,4.5,,,,,,mtx,,,,,,,,,,,
T62,10.1,,,,,,mtx,,,,,,,,,,,
T62,16.2,,,,,,mtx,,,,,,,,,,,
T62,28.1,,,,,,mtx,,,,,,,,,,,
T62,30.3,,,,,,mtx,,,,,,,,,,,
T62,60.6,,,,,,mtx,,,,,,,,,,,
T62,62.7,,,,,,mtx,,,,,,,,,,,
T62,68.7,,,,,,mtx,,,,,,,,,,,
T62,90.8,,,,,,mtx,,,,,,,,,,,
T62,96.8,,,,,,mtx,,,,,,,,,,,
T62,100.4,,,,,,mtx,,,,,,,,,,,
T62,104.7,,,,,,mtx,,,,,,,,,,,
T62,111.7,,,,,,mtx,,,,,,,,,,,
T62,119.0,,,,,,mtx,,,,,,,,,,,
T62,121.2,,,,,,mtx,,,,,,,,,,,
T62,133.0,,,,,,mtx,,,,,,,,,,,
T62,141.8,,,,,,mtx,,,,,,,,,,,
T62,147.5,,,,,,mtx,,,,,,,,,,,
T62,159.2,,,,,,mtx,,,,,,,,,,,
T62,164.6,,,,,,mtx,,,,,,,,,,,
T62,171.9,,,,,,mtx,,,,,,,,,,,
T62,177.5,,,,,,mtx,,,,,,,,,,,
T62,182.5,,,,,,mtx,,,,,,,,,,,
T62,193.0,,,,,,mtx,,,,,,,,,,,
T62,198.4,,,,,,mtx,,,,,,,,,,,
T62,203.1,,,,,,mtx,,,,,,,,,,,
T62,210.1,,,,,,mtx,,,,,,,,,,,
T62,218.8,,,,,,mtx,,,,,,,,,,,
T62,224.2,,,,,,mtx,,,,,,,,,,,
T62,245.8,,,,,,mtx,,,,,,,,,,,
T62,257.6,,,,,,mtx,,,,,,,,,,,
T62,266.9,,,,,,mtx,,,,,,,,,,,
T62,276.2,,,,,,mtx,,,,,,,,,,,
T62,290.1,,,,,,mtx,,,,,,,,,,,
T62,296.9,,,,,,mtx,,,,,,,,,,,
T62,303.7,,,,,,mtx,,,,,,,,,,,
T62,307.8,,,,,,mtx,,,,,,,,,,,
T62,316.3,,,,,,mtx,,,,,,,,,,,
T62,324.4,,,,,,mtx,,,,,,,,,,,
T62,334.8,,,,,,mtx,,,,,,,,,,,
T62,346.9,,,,,,mtx,,,,,,,,,,,
T62,352.6,,,,,,mtx,,,,,,,,,,,
T62,359.3,,,,,,mtx,,,,,,,,,,,
T62,364.6,,,,,,mtx,,,,,,,,,,,
T62,368.8,,,,,,mtx,,,,,,,,,,,
T62,374.8,,,,,,mtx,,,,,,,,,,,
T62,402.9,,,,,,mtx,,,,,,,,,,,
T62,410.5,,,,,,mtx,,,,,,,,,,,
T62,416.2,,,,,,mtx,,,,,,,,,,,
T62,429.2,,,,,,mtx,,,,,,,,,,,
T62,479.5,,,,,,mtx,,,,,,,,,,,
T62,484.0,,,,,,mtx,,,,,,,,,,,
T62,486.5,,,,,,mtx,,,,,,,,,,,
T62,487.7,,,,,,mtx,,,,,,,,,,,
T62,492.7,,,,,,mtx,,,,,,,,,,,
T62,510.5,,,,,,mtx,,,,,,,,,,,
T62,512.1,,,,,,mtx,,,,,,,,,,,
T62,567.6,,,,,,mtx,,,,,,,,,,,
T62,610.8,,,,,,mtx,,,,,,,,,,,
T62,612.1,,,,,,mtx,,,,,,,,,,,
T62,616.6,,,,,,mtx,,,,,,,,,,,
T62,619.9,,,,,,mtx,,,,,,,,,,,
T62,680.5,,,,,,mtx,,,,,,,,,,,
T62,703.2,,,,,,mtx,,,,,,,,,,,
T62,706.2,,,,,,mtx,,,,,,,,,,,
T62,706.7,,,,,,mtx,,,,,,,,,,,
T62,709.5,,,,,,mtx,,,,,,,,,,,
T62,711.3,,,,,,mtx,,,,,,,,,,,
T62,768.7,,,,,,mtx,,,,,,,,,,,
T62,781.3,,,,,,mtx,,,,,,,,,,,
T63,221.8,6.25,0.0686,-6.69,0.4285,3824.3,mtx,0.6,,,,,,,,,,
T63,224.2,7.06,0.0659,-5.91,0.1991,3826.7,mtx,3.0,,,,,,,,,,
T63,228.4,6.84,0.0388,-5.6,0.2757,3830.9,mtx,7.2,,,,,,,,,,
T63,230.1,6.38,0.1299,-6.89,0.3668,3832.6,mtx,8.9,,,411407.0,1646.0,227.0,,237.0,101.0,62.0,2282.0
T63,234.1,7.04,0.0998,-5.73,0.2033,3836.6,mtx,12.9,,,,,,,,,,
T63,237.8,7.18,0.0677,-6.3,0.3145,3840.3,mtx,16.6,,,,,,,,,,
T63,238.9,7.38,0.0822,-5.5,0.1318,3841.4,mtx,17.7,,,,,,,,,,
T63,240.2,8.15,0.0618,-5.71,0.1098,3842.7,mtx,19.0,,,398775.0,1511.0,195.0,57.0,119.0,31.0,122.0,2059.0
T63,241.9,7.57,0.0379,-5.84,0.2186,3844.4,mtx,20.7,,,,,,,,,,
T63,244.7,7.43,0.0773,-7.06,0.1642,3847.2,mtx,23.2,,,,,,,,,,
T63,246.4,7.92,0.0692,-4.86,0.197,3848.9,mtx,21.5,,,,,,,,,,
T63,248.8,7.67,0.0617,-7.13,0.4213,3851.3,mtx,19.1,,,,,,,,,,
T63,250.2,7.63,0.1461,-4.29,1.0826,3852.7,mtx,17.7,,,,,,,,,,
T63,251.3,7.04,0.0826,-7.09,0.2677,3853.8,mtx,16.6,,,483638.0,1802.0,226.0,139.0,120.0,105.0,112.0,3641.0
T63,252.4,7.31,0.0871,-6.1,0.2276,3854.9,mtx,15.5,,,,,,,,,,
T63,253.7,,,,,3856.2,mtx,14.2,,,,,,,,,,
T63,255.7,6.31,0.0545,-5.5,0.1656,3858.2,mtx,12.2,,,,,,,,,,
T63,258.1,5.82,0.0924,-8.63,0.2042,3860.6,mtx,9.8,,,,,,,,,,
T63,259.7,7.51,0.0653,-5.44,0.1919,3862.2,mtx,8.2,,,,,,,,,,
T63,260.6,6.99,0.1086,-5.92,0.1187,3863.1,mtx,7.3,,,362770.0,37512.0,162.0,156.0,64.0,1459.0,63.0,1189.0
T63,262.7,6.48,0.0453,-4.19,0.0807,3865.2,mtx,5.2,,,,,,,,,,
T63,264.0,7.62,0.0483,-4.14,0.0729,3866.5,mtx,3.9,,,,,,,,,,
T63,265.3,7.74,0.0756,-3.75,0.0864,3867.8,mtx,2.6,,,,,,,,,,
T63,267.3,7.91,0.0548,-3.63,0.2053,3869.8,mtx,0.6,,,,,,,,,,
T63,304.7,5.96,0.0402,-1.04,0.158,3907.2,mtx,0.4,,,,,,,,,,
T63,305.8,5.34,0.1323,-2.04,0.4288,3908.3,mtx,1.5,,,,,,,,,,
T63,306.9,4.79,0.0344,-4.17,0.2222,3909.4,mtx,2.6,,,,,,,,,,
T63,308.3,5.62,0.1121,-1.0,0.1862,3910.8,mtx,4.0,,,,,,,,,,
T63,309.5,5.7,0.0691,-0.62,0.2384,3912.0,mtx,5.2,,,,,,,,,,
T63,310.3,5.62,0.0477,-2.61,0.1244,3912.8,mtx,6.0,,,259793.0,145115.0,124.0,31.0,94.0,345.0,224.0,264.0
T63,311.4,4.61,0.0512,-3.49,0.3379,3913.9,mtx,7.1,,,,,,,,,,
T63,312.8,5.24,0.0584,-3.0,0.1791,3915.3,mtx,8.5,,,,,,,,,,
T63,314.2,,,,,3916.7,mtx,9.9,,,,,,,,,,
T63,315.5,5.71,0.1892,-1.32,1.1998,3918.0,mtx,11.2,,,,,,,,,,
T63,316.7,,,,,3919.2,mtx,12.4,,,,,,,,,,
T63,318.2,6.0,0.0853,-0.45,0.2447,3920.7,mtx,13.9,,,,,,,,,,
T63,319.2,5.94,0.087,-1.49,0.2923,3921.7,mtx,14.9,,,,,,,,,,
T63,320.6,6.47,0.0634,-0.2,0.1453,3923.1,mtx,16.3,,,,,,,,,,
T63,322.1,6.26,0.0524,-0.92,0.2876,3924.6,mtx,17.8,,,,,,,,,,
T63,323.3,6.8,0.1149,0.56,0.8364,3925.8,mtx,19.0,,,,,,,,,,
T63,324.5,6.4,0.0958,0.04,0.7134,3927.0,mtx,20.2,,,,,,,,,,
T63,325.4,6.06,0.0634,-1.11,0.1412,3927.9,mtx,21.1,,,,,,,,,,
T63,326.6,,,,,3929.1,mtx,22.3,,,,,,,,,,
T63,327.5,6.02,0.1284,-0.81,0.908,3930.0,mtx,23.2,,,,,,,,,,
T63,328.9,6.61,0.02,0.41,0.0798,3931.4,mtx,24.6,,,,,,,,,,
T63,329.9,5.52,0.0968,-1.93,0.1415,3932.4,mtx,25.6,,,,,,,,,,
T63,330.7,6.01,0.0611,-1.35,0.1492,3933.2,mtx,26.4,,,237406.0,136081.0,127.0,,100.0,95.0,119.0,300.0
T63,331.5,5.23,0.0313,-2.71,0.1284,3934.0,mtx,27.2,,,,,,,,,,
T63,332.8,6.53,0.053,0.39,0.2236,3935.3,mtx,28.5,,,,,,,,,,
T63,333.7,6.49,0.0782,-0.52,0.1882,3936.2,mtx,29.4,,,,,,,,,,
T63,335.8,6.05,0.0599,-1.17,0.1385,3938.3,mtx,31.5,,,,,,,,,,
T63,337.3,6.23,0.0589,-0.56,0.0955,3939.8,mtx,33.0,,,,,,,,,,
T63,338.3,6.46,0.0783,0.22,0.0842,3940.8,mtx,34.0,,,,,,,,,,
T63,339.9,5.82,0.0484,-1.84,0.0847,3942.4,mtx,35.6,,,,,,,,,,
T63,340.7,6.04,0.1065,-1.31,0.2749,3943.2,mtx,36.4,,,,,,,,,,
T63,342.1,6.12,0.0331,-1.53,0.1417,3944.6,mtx,37.8,,,,,,,,,,
T63,343.3,5.33,0.0376,-3.09,0.2023,3945.8,mtx,36.9,,,,,,,,,,
T63,344.8,6.19,0.0842,-0.71,0.4511,3947.3,mtx,35.4,,,,,,,,,,
T63,346.0,5.69,0.1036,-1.74,0.6338,3948.5,mtx,34.2,,,,,,,,,,
T63,347.3,5.96,0.0452,-1.04,0.1034,3949.8,mtx,32.9,,,,,,,,,,
T63,348.5,5.41,0.0553,-3.11,0.223,3951.0,mtx,31.7,,,,,,,,,,
T63,349.9,5.46,0.0651,-2.62,0.2224,3952.4,mtx,30.3,,,,,,,,,,
T63,349.9,5.47,0.0543,-2.45,0.2027,3952.4,mtx,30.3,,,,,,,,,,
T63,350.8,5.36,0.0969,-3.47,0.4111,3953.3,mtx,29.4,,,227254.0,129945.0,104.0,76.0,73.0,143.0,173.0,297.0
T63,352.1,6.04,0.0855,-2.93,0.133,3954.6,mtx,28.1,,,,,,,,,,
T63,352.9,5.83,0.0317,-2.55,0.1655,3955.4,mtx,27.3,,,,,,,,,,
T63,354.0,6.38,0.0517,-0.49,0.1354,3956.5,mtx,26.2,,,,,,,,,,
T63,354.3,6.64,0.0497,-0.02,0.1951,3956.8,mtx,25.9,,,,,,,,,,
T63,355.5,5.65,0.0255,-2.81,0.1749,3958.0,mtx,24.7,,,,,,,,,,
T63,357.0,6.17,0.0576,-1.28,0.1701,3959.5,mtx,23.2,,,,,,,,,,
T63,358.2,6.41,0.0752,-0.46,0.1953,3960.7,mtx,22.0,,,,,,,,,,
T63,359.6,5.55,0.0769,-3.05,0.2521,3962.1,mtx,20.6,,,,,,,,,,
T63,360.7,6.02,0.0517,-1.25,0.1594,3963.2,mtx,19.5,,,,,,,,,,
T63,361.7,6.27,0.0518,-0.95,0.0807,3964.2,mtx,18.5,,,,,,,,,,
T63,362.7,6.14,0.0313,-2.12,0.243,3965.2,mtx,17.5,,,,,,,,,,
T63,364.0,,,,,3966.5,mtx,16.2,,,,,,,,,,
T63,365.4,6.18,0.0631,-0.69,0.2011,3967.9,mtx,14.8,,,,,,,,,,
T63,366.2,6.6,0.0237,0.1,0.1521,3968.7,mtx,14.0,,,,,,,,,,
T63,367.0,5.89,0.0851,-2.09,0.2647,3969.5,mtx,13.2,,,,,,,,,,
T63,367.7,6.52,0.0324,0.15,0.1742,3970.2,mtx,12.5,,,,,,,,,,
T63,369.0,5.55,0.0637,-1.64,0.1884,3971.5,mtx,11.2,,,,,,,,,,
T63,370.3,6.09,0.069,-0.96,0.1637,3972.8,mtx,9.9,,,229914.0,131036.0,129.0,,85.0,182.0,100.0,271.0
T63,370.9,6.52,0.0755,-0.1,0.2841,3973.4,mtx,9.3,,,,,,,,,,
T63,372.3,5.83,0.0604,-1.74,0.2123,3974.8,mtx,7.9,,,,,,,,,,
T63,373.7,6.32,0.0857,-0.41,0.2358,3976.2,mtx,6.5,,,,,,,,,,
T63,375.1,6.14,0.0694,-1.18,0.3375,3977.6,mtx,5.1,,,,,,,,,,
T63,376.3,6.27,0.0827,-0.61,0.2288,3978.8,mtx,3.9,,,,,,,,,,
T63,376.6,5.3,0.0665,-3.39,0.207,3979.1,mtx,3.6,,,,,,,,,,
T63,377.4,6.06,0.0869,-1.26,0.2168,3979.9,mtx,2.8,,,,,,,,,,
T63,378.9,5.37,0.0783,-3.91,0.2571,3981.4,mtx,1.3,,,,,,,,,,
T63,379.7,5.81,0.0549,-1.89,0.2041,3982.2,mtx,0.5,,,,,,,,,,
T63,383.4,5.84,0.1017,-2.14,0.151,3985.9,mtx,0.4,,,,,,,,,,
T63,385.5,6.1,0.0606,-1.12,0.1309,3988.0,mtx,2.5,,,,,,,,,,
T63,386.9,6.28,0.1239,-0.67,0.2788,3989.4,mtx,3.9,,,,,,,,,,
T63,388.1,5.93,0.0912,-1.95,0.2938,3990.6,mtx,5.1,,,,,,,,,,
T63,390.1,4.97,0.1074,-4.56,0.2515,3992.6,mtx,7.1,,,270879.0,156229.0,99.0,,101.0,246.0,166.0,383.0
T63,391.2,5.38,0.0559,-4.59,0.1466,3993.7,mtx,8.2,,,,,,,,,,
T63,391.7,5.1,0.0339,-4.11,0.1311,3994.2,mtx,8.7,,,,,,,,,,
T63,392.8,5.11,0.1475,-4.0,0.6681,3995.3,mtx,9.8,,,,,,,,,,
T63,394.2,4.75,0.0815,-4.73,0.2497,3996.7,mtx,11.2,,,,,,,,,,
T63,396.7,5.75,0.1055,-2.28,0.4996,3999.2,mtx,13.7,,,,,,,,,,
T63,397.6,6.11,0.0716,-1.6,0.2153,4000.1,mtx,14.6,,,,,,,,,,
T63,399.3,,,,,4001.8,mtx,16.3,,,,,,,,,,
T63,400.9,5.9,0.0467,-1.72,0.188,4003.4,mtx,17.9,,,,,,,,,,
T63,402.1,5.77,0.2237,-2.69,0.4509,4004.6,mtx,19.1,,,,,,,,,,
T63,403.1,6.17,0.0602,-2.73,0.1361,4005.6,mtx,18.6,,,,,,,,,,
T63,404.7,,,,,4007.2,mtx,17.0,,,,,,,,,,
T63,405.9,6.36,0.0864,-1.54,0.2759,4008.4,mtx,15.8,,,,,,,,,,
T63,406.1,6.23,0.0961,-2.88,0.3859,4008.6,mtx,15.6,,,,,,,,,,
T63,407.1,6.23,0.0628,-0.89,0.1883,4009.6,mtx,14.6,,,,,,,,,,
T63,408.3,5.82,0.0691,-2.27,0.0592,4010.8,mtx,13.4,,,,,,,,,,
T63,409.7,5.62,0.0569,-2.04,0.2159,4012.2,mtx,12.0,,,,,,,,,,
T63,409.7,5.65,0.0603,-1.96,0.237,4012.2,mtx,12.0,,,,,,,,,,
T63,411.4,,,,,4013.9,mtx,10.3,,,,,,,,,,
T63,412.4,5.38,0.0855,-1.46,0.1951,4014.9,mtx,9.3,,,,,,,,,,
T63,413.5,5.36,0.1512,-1.28,0.2524,4016.0,mtx,8.2,,,232330.0,131415.0,143.0,11.0,116.0,230.0,289.0,318.0
T63,414.2,5.01,0.0972,-3.03,0.4114,4016.7,mtx,7.5,,,,,,,,,,
T63,417.1,3.53,0.0872,-4.95,0.4113,4019.6,mtx,4.6,,,,,,,,,,
T63,417.9,2.86,0.1209,-4.83,0.2162,4020.4,mtx,3.8,,,,,,,,,,
T63,420.1,5.12,0.0878,-4.32,0.1816,4022.6,mtx,1.6,,,,,,,,,,
T63,421.3,5.68,0.0503,-1.75,0.3473,4023.8,mtx,0.4,,,,,,,,,,
T63,434.5,5.81,0.0963,-0.8,0.2619,4037.0,mtx,0.2,,,,,,,,,,
T63,435.9,5.73,0.0591,-0.98,0.2452,4038.4,mtx,1.6,,,230352.0,131692.0,106.0,,77.0,129.0,121.0,285.0
T63,437.3,5.65,0.0779,-0.08,0.4006,4039.8,mtx,3.0,,,,,,,,,,
T63,438.5,5.69,0.0666,-1.79,0.1432,4041.0,mtx,4.2,,,,,,,,,,
T63,439.7,3.88,0.2516,-18.77,0.7355,4042.2,mtx,4.2,,,,,,,,,,
T63,441.3,5.58,0.0524,-1.48,0.1871,4043.8,mtx,2.6,,,,,,,,,,
T63,442.9,5.13,0.0287,-4.04,0.1596,4045.4,mtx,1.0,,,,,,,,,,
T63,449.4,5.67,0.0484,-1.82,0.2823,4051.9,mtx,0.3,,,,,,,,,,
T63,451.5,5.31,0.0498,-1.49,0.1719,4054.0,mtx,2.4,,,243576.0,136431.0,120.0,230.0,77.0,542.0,224.0,324.0
T63,452.6,5.8,0.056,-1.21,0.2575,4055.1,mtx,3.5,,,,,,,,,,
T63,453.8,5.62,0.0683,-2.01,0.3059,4056.3,mtx,4.7,,,,,,,,,,
T63,455.0,5.73,0.0587,-1.38,0.2786,4057.5,mtx,5.9,,,,,,,,,,
T63,456.4,5.73,0.0428,-1.31,0.144,4058.9,mtx,7.3,,,,,,,,,,
T63,458.0,5.97,0.1436,0.24,0.6461,4060.5,mtx,8.9,,,,,,,,,,
