section,section_height,d13C,d13C_std,d18O,d18O_std,strat_m,mts_mtx,si_d,d44_40Ca,87Sr/86Sr,Ca_ppm,Mg_ppm,Al_ppm,Fe_ppm,K_ppm,Mn_ppm,Na_ppm,Sr_ppm
T42,201.7,1.16,0.1473,-6.89,0.1807,3814.1,mtx,0.6,,,,,,,,,,
T42,202.1,-2.49,0.1502,-6.19,0.1045,3814.5,mtx,0.2,,,,,,,,,,
T42,205.1,2.56,0.1708,-8.62,0.146,3817.5,mtx,0.01,,,,,,,,,,
T42,205.7,3.53,0.1281,-10.33,0.1593,3818.1,mtx,0.6,,,,,,,,,,
T42,232.3,2.31,0.147,-13.8,0.1658,3844.7,mtx,0.0,,,,,,,,,,
T42,235.2,3.43,0.1251,-15.72,0.131,3847.6,mtx,0.0,,,,,,,,,,
T42,238.3,5.18,0.1029,-15.11,0.145,3850.7,mtx,0.1,,,,,,,,,,
T42,248.5,5.9,0.1789,-16.24,0.2649,3860.9,mtx,0.0,,,,,,,,,,
T42,255.2,6.42,0.1648,-14.64,0.2099,3867.6,mtx,0.0,,,,,,,,,,
T42,263.6,6.62,0.2153,-15.0,0.109,3876.0,mtx,0.0,,,,,,,,,,
T42,271.6,6.39,0.0845,-10.22,0.2121,3884.0,mtx,0.0,,,,,,,,,,
T42,279.6,7.67,0.0699,-7.46,0.0937,3892.0,mtx,0.0,,,,,,,,,,
T42,296.8,7.09,0.1441,-4.59,0.1234,3909.2,mtx,12.4,,,,,,,,,,
T42,302.9,6.2,0.2658,-5.47,0.2315,3915.3,mtx,18.5,,,,,,,,,,
T42,308.0,6.03,0.2286,-5.18,0.269,3920.4,mtx,23.6,,,,,,,,,,
T42,319.3,2.78,0.0975,-7.96,0.1124,3931.7,mtx,34.9,,,,,,,,,,
T42,321.0,5.33,0.5236,-6.24,2.1727,3933.4,mtx,36.6,,,,,,,,,,
T44,1.3,0.65,0.0891,-2.0,0.1308,3781.1,mtx,0.01,,,,,,,,,,
T44,20.7,-8.01,0.0662,-2.47,0.1381,3800.5,mtx,0.01,,,,,,,,,,
T44,21.6,-8.32,0.0803,-3.96,0.233,3801.4,mtx,0.1,,,,,,,,,,
T44,29.8,-5.79,0.081,-4.65,0.1955,3809.6,mtx,0.1,,,,,,,,,,
T44,32.3,-6.63,0.0536,-5.31,0.1994,3812.1,mtx,0.1,,,,,,,,,,
T44,42.1,3.92,0.0562,-7.06,0.1389,3821.9,mtx,0.2,,,,,,,,,,
T44,43.2,2.6,0.0895,-5.19,0.186,3823.0,mtx,0.01,,,,,,,,,,
T44,44.5,5.97,0.1142,-4.61,0.0975,3824.3,mtx,0.0,,,,,,,,,,
T44,45.3,6.52,0.053,-4.21,0.1206,3825.1,mtx,0.7,,,,,,,,,,
T44,47.3,6.45,0.0887,-4.41,0.1152,3827.1,mtx,2.7,,,,,,,,,,
T44,49.8,5.26,0.0245,-5.61,0.1365,3829.6,mtx,5.2,,,,,,,,,,
T44,51.2,6.18,0.1013,-5.12,0.177,3831.0,mtx,6.6,,,,,,,,,,
T44,53.6,5.05,0.0476,-6.55,0.1636,3833.4,mtx,8.3,,,,,,,,,,
T44,55.9,5.65,0.0719,-5.25,0.1557,3835.7,mtx,6.0,,,,,,,,,,
T44,56.4,6.61,0.0572,-4.19,0.0637,3836.2,mtx,5.5,,,,,,,,,,
T44,57.4,6.18,0.0486,-4.9,0.1524,3837.2,mtx,4.5,,,,,,,,,,
T44,58.2,6.17,0.0433,-4.7,0.1213,3838.0,mtx,3.7,,,,,,,,,,
T44,58.9,6.45,0.073,-4.43,0.1525,3838.7,mtx,3.0,,,,,,,,,,
T44,60.4,3.43,0.0622,-6.81,0.2624,3840.2,mtx,1.5,,,,,,,,,,
T44,61.1,3.85,0.1461,-8.54,0.2949,3840.9,mtx,0.8,,,,,,,,,,
T44,86.9,-1.45,0.1157,-6.21,0.1623,3866.7,mtx,0.2,,,,,,,,,,
T44,87.1,-2.23,0.0869,-4.76,0.1982,3866.9,mtx,0.1,,,,,,,,,,
T44,88.3,-0.13,0.1268,-8.33,0.155,3868.1,mtx,0.01,,,,,,,,,,
T44,88.6,-1.59,0.1307,-4.93,0.056,3868.4,mtx,0.01,,,,,,,,,,
T44,90.5,,,,,3870.3,mtx,0.01,,,,,,,,,,
T44,91.8,-2.68,0.0501,-5.77,0.247,3871.6,mtx,0.01,,,,,,,,,,
T44,93.7,3.01,0.0931,-7.7,0.1245,3873.5,mtx,0.0,,,,,,,,,,
T44,94.6,4.13,0.0691,-7.2,0.2134,3874.4,mtx,0.0,,,,,,,,,,
T44,96.9,0.17,0.1317,-5.77,0.3483,3876.7,mtx,0.0,,,,,,,,,,
T44,97.8,0.07,0.1163,-6.18,0.1552,3877.6,mtx,0.0,,,,,,,,,,
T44,99.5,1.87,0.0776,-6.32,0.1117,3879.3,mtx,0.01,,,,,,,,,,
T44,100.7,3.39,0.0856,-5.0,0.2181,3880.5,mtx,0.6,,,,,,,,,,
T44,103.1,4.6,0.1049,-5.47,0.4426,3882.9,mtx,0.0,,,,,,,,,,
T44,104.5,3.02,0.0839,-4.54,0.1765,3884.3,mtx,1.3,,,,,,,,,,
T44,106.4,2.04,0.0061,-4.36,0.1111,3886.2,mtx,3.2,,,,,,,,,,
T44,109.6,4.18,0.0746,-4.82,0.1272,3889.4,mtx,4.9,,,,,,,,,,
T44,112.1,4.2,0.1174,-3.95,0.2361,3891.9,mtx,2.4,,,,,,,,,,
T44,113.4,3.18,0.0681,-3.86,0.2113,3893.2,mtx,1.1,,,,,,,,,,
T44,114.4,4.36,0.063,-4.01,0.2426,3894.2,mtx,0.1,,,,,,,,,,
T44,117.7,4.89,0.0667,-4.0,0.2249,3897.5,mtx,0.5,,,,,,,,,,
T44,119.8,5.09,0.0606,-4.53,0.1768,3899.6,mtx,2.6,,,,,,,,,,
T44,122.2,4.74,0.0514,-3.77,0.2394,3902.0,mtx,5.0,,,,,,,,,,
T44,126.5,5.08,0.1002,-3.91,0.2525,3906.3,mtx,9.3,,,,,,,,,,
T44,129.4,5.07,0.1017,-5.19,0.0436,3909.2,mtx,12.2,,,,,,,,,,
T44,129.4,5.73,0.0699,-3.89,0.1522,3909.2,mtx,12.2,,,,,,,,,,
T44,131.6,5.73,0.0811,-4.14,0.1647,3911.4,mtx,14.4,,,,,,,,,,
T44,137.0,4.06,0.1354,-3.95,0.3373,3916.8,mtx,19.8,,,,,,,,,,
T44,142.8,,,,,3922.6,mtx,25.6,,,,,,,,,,
T44,152.1,5.09,0.0513,-3.88,0.2474,3931.9,mtx,34.9,,,,,,,,,,
T44,160.7,4.35,0.098,-4.39,0.238,3940.5,mtx,43.5,,,,,,,,,,
T44,167.3,6.61,0.0872,-3.27,0.2266,3947.1,mtx,50.1,,,,,,,,,,
T44,175.2,6.71,0.0761,-2.82,0.3766,3955.0,mtx,54.3,,,,,,,,,,
T44,183.4,6.68,0.0451,-4.33,0.1916,3963.2,mtx,46.1,,,,,,,,,,
T44,208.1,5.64,0.051,-7.64,0.1266,3987.9,mtx,21.4,,,,,,,,,,
T44,219.3,4.32,0.0895,-8.49,0.1203,3999.1,mtx,10.2,,,,,,,,,,
T44,235.5,2.9,0.0874,-6.06,0.0962,4015.3,mtx,0.5,,,,,,,,,,
T44,253.8,5.71,0.0566,-4.08,0.1932,4033.6,mtx,0.2,,,,,,,,,,
T44,255.5,4.37,0.0914,-5.05,0.101,4035.3,mtx,1.9,,,,,,,,,,
T44,266.7,4.8,0.1075,-8.59,0.1729,4046.5,mtx,13.1,,,,,,,,,,
T44,278.5,5.27,0.0933,-6.75,0.0831,4058.3,mtx,2.0,,,,,,,,,,
T44,282.3,2.66,0.0969,-5.98,0.1449,4062.1,mtx,0.1,,,,,,,,,,
T44,287.1,3.16,0.1793,-4.44,0.1114,4066.9,mtx,4.9,,,,,,,,,,
T44,298.2,4.85,0.1273,-4.94,0.1166,4078.0,mtx,16.0,,,,,,,,,,
T45,0.2,6.32,0.0567,-6.03,0.1959,4054.5,mtx,3.9,,0.70661,475095.0,4067.0,250.0,2347.0,350.0,236.0,93.0,1763.0
T45,2.0,2.62,0.0515,-7.18,0.1362,4056.3,mtx,2.1,,,,,,,,,,
T45,3.8,5.4,0.0225,-9.6,0.2542,4058.1,mtx,0.3,,,,,,,,,,
T45,5.8,5.64,0.0839,-9.74,0.1677,4054.3,mtx,0.01,,,,,,,,,,
T45,6.5,5.25,0.0596,-11.14,0.2094,4054.69,mtx,0.7,,,,,,,,,,
T45,7.7,5.08,0.0427,-11.42,0.2096,4055.35,mtx,1.8,,,,,,,,,,
T45,9.5,5.43,0.0822,-4.16,0.137,4056.34,mtx,0.01,,,,,,,,,,
T45,11.8,5.06,0.0332,-5.39,0.1999,4057.61,mtx,0.01,,,307969.0,165474.0,20.0,918.0,168.0,431.0,,224.0
T45,13.6,5.65,0.0745,-3.31,0.1122,4058.6,mtx,1.8,,,,,,,,,,
T45,14.7,5.38,0.0834,-3.97,0.1879,4059.21,mtx,1.9,,,,,,,,,,
T45,15.7,5.2,0.074,-4.94,0.1455,4059.76,mtx,0.9,,,,,,,,,,
T45,19.1,5.73,0.0417,-3.78,0.2131,4061.64,mtx,0.1,,,,,,,,,,
T45,20.6,5.5,0.0545,-2.18,0.3085,4062.46,mtx,1.6,,,,,,,,,,
T45,21.5,5.52,0.0662,-2.41,0.2195,4062.96,mtx,2.4,,,,,,,,,,
T45,22.2,5.2,0.0796,-2.03,0.0545,4063.35,mtx,1.7,,,,,,,,,,
T45,25.3,5.36,0.0784,-2.86,0.2015,4065.06,mtx,0.1,,,,,,,,,,
T45,27.6,5.32,0.0229,-3.13,0.1275,4066.33,mtx,2.4,,,,,,,,,,
T45,32.2,5.12,0.0381,-3.39,0.1299,4068.86,mtx,4.2,,,,,,,,,,
T45,33.3,5.08,0.0762,-3.29,0.1535,4069.47,mtx,3.1,,,214675.0,125373.0,48.0,385.0,237.0,196.0,,74.0
T45,34.9,4.71,0.0676,-3.78,0.2188,4070.35,mtx,1.5,,,,,,,,,,
T45,36.3,4.81,0.0634,-3.44,0.1974,4071.13,mtx,0.1,,,,,,,,,,
T45,38.3,4.54,0.0257,-5.61,0.1049,4072.23,mtx,0.01,,,,,,,,,,
T45,39.9,4.34,0.0825,-5.39,0.187,4073.11,mtx,1.6,,,,,,,,,,
T45,42.1,4.67,0.0787,-4.29,0.4786,4074.32,mtx,1.3,,,,,,,,,,
T45,61.0,1.89,0.0413,-4.69,0.2468,4084.75,mtx,0.01,,,,,,,,,,
T45,63.7,3.53,0.0601,-6.34,0.2093,4086.24,mtx,0.01,,,,,,,,,,
T45,64.5,,,,,4086.68,mtx,0.01,,,,,,,,,,
T45,65.5,3.81,0.0834,-11.05,0.3103,4087.23,mtx,0.1,,0.7065,490372.0,5881.0,1321.0,3508.0,9475.0,1129.0,2054.0,1817.0
T45,66.3,2.17,0.1252,-8.86,0.3185,4087.67,mtx,0.01,,,,,,,,,,
T45,67.1,3.63,0.1143,-9.6,0.1353,4088.12,mtx,0.01,,,,,,,,,,
T45,67.9,4.6,0.0717,-10.55,0.2818,4088.56,mtx,0.01,,,,,,,,,,
T45,68.9,3.79,0.045,-10.51,0.1113,4089.11,mtx,0.01,,,,,,,,,,
T45,69.7,4.46,0.0633,-10.36,0.1991,4089.55,mtx,0.01,,,,,,,,,,
T45,69.9,4.27,0.1009,-10.32,0.2181,4089.66,mtx,0.01,,,,,,,,,,
T45,70.3,5.01,0.0506,-10.88,0.2001,4089.88,mtx,0.01,,,,,,,,,,
T45,71.0,4.05,0.0451,-9.92,0.2027,4090.27,mtx,0.1,,,,,,,,,,
T45,71.7,4.12,0.0419,-10.16,0.285,4090.65,mtx,0.01,,,,,,,,,,
T45,72.3,4.03,0.0885,-10.06,0.3724,4090.98,mtx,0.1,,,,,,,,,,
T45,72.8,4.17,0.0547,-9.49,0.2327,4091.26,mtx,0.0,,,,,,,,,,
T45,74.2,4.53,0.0395,-10.28,0.149,4092.03,mtx,0.01,,,,,,,,,,
T45,75.4,5.26,0.0349,-9.85,0.1965,4092.69,mtx,0.01,,,,,,,,,,
T45,77.5,4.31,0.098,-9.45,0.2326,4093.85,mtx,0.0,,,,,,,,,,
T45,78.5,4.28,0.0868,-9.1,0.2879,4094.4,mtx,0.01,,,,,,,,,,
T45,80.1,,,,,4095.29,mtx,0.01,,0.70647,297030.0,5075.0,1209.0,1994.0,11124.0,452.0,1946.0,811.0
T45,80.7,3.53,0.0763,-9.44,0.2117,4095.62,mtx,0.0,,,,,,,,,,
T45,82.6,5.47,0.0854,-8.89,0.3261,4096.67,mtx,0.0,,,,,,,,,,
T45,83.6,5.33,0.0839,-8.7,0.3495,4097.22,mtx,0.0,,,,,,,,,,
T45,85.6,7.29,0.0902,-8.89,0.4146,4098.32,mtx,0.0,,,,,,,,,,
T45,90.1,7.21,0.0634,-9.86,0.2045,4100.8,mtx,0.01,,,,,,,,,,
T45,91.1,4.13,0.0478,-8.49,0.2103,4101.36,mtx,0.0,,,,,,,,,,
T45,92.1,3.36,0.0568,-8.99,0.3091,4101.91,mtx,0.0,,,,,,,,,,
T45,94.9,3.06,0.1394,-9.32,0.3598,4103.45,mtx,0.01,,,,,,,,,,
T45,97.7,5.75,0.102,-8.46,0.2842,4105.0,mtx,0.3,,,,,,,,,,
T45,100.1,5.89,0.1233,-9.09,0.3204,4106.32,mtx,0.4,,,,,,,,,,
T45,101.2,2.94,0.1215,-9.11,0.2777,4106.93,mtx,0.0,,,,,,,,,,
T45,102.9,1.8,0.0367,-8.82,0.3693,4107.86,mtx,0.0,,,,,,,,,,
T45,112.2,2.38,0.1308,-10.11,0.3484,4113.0,mtx,0.01,,0.70618,293092.0,32104.0,251.0,9482.0,578.0,617.0,163.0,657.0
T45,114.4,3.16,0.0922,-8.58,0.2631,4114.21,mtx,2.2,,,,,,,,,,
T45,116.4,3.86,0.0872,-9.45,0.3892,4115.31,mtx,1.6,,,,,,,,,,
T45,136.2,0.13,0.0516,-12.22,0.2454,4126.23,mtx,0.01,,,,,,,,,,
T45,137.2,-1.43,0.0484,-12.57,0.2446,4126.79,mtx,0.01,,,,,,,,,,
T45,140.8,-3.24,0.0986,-13.28,0.3859,4128.77,mtx,0.01,,0.70634,422918.0,1787.0,250.0,1158.0,2343.0,338.0,266.0,5645.0
T45,155.9,2.84,0.0739,-12.46,0.1172,4137.1,mtx,0.01,,,,,,,,,,
T45,157.9,3.53,0.0554,-12.89,0.145,4138.21,mtx,0.6,,0.70647,409146.0,1270.0,75.0,143.0,3334.0,37.0,565.0,3619.0
T45,161.3,-2.58,0.1065,-4.9,0.2576,4140.08,mtx,0.3,,,,,,,,,,
T45,162.6,,,,,4140.8,mtx,1.6,,,,,,,,,,
T45,167.4,-0.2,0.0411,-7.86,0.3808,4143.45,mtx,2.1,,,,,,,,,,
T45,169.5,-2.71,0.0295,-12.27,0.1731,4144.6,mtx,0.01,,0.70625,405515.0,6051.0,951.0,1277.0,5239.0,2502.0,751.0,2375.0
T45,215.6,-3.23,0.0517,-7.47,0.1284,4170.04,mtx,0.01,,,,,,,,,,
T45,216.5,-2.42,0.0735,-7.78,0.2716,4170.53,mtx,0.01,,,,,,,,,,
T45,217.6,-2.79,0.0897,-8.6,0.2933,4171.14,mtx,0.4,,,,,,,,,,
T45,218.9,-1.89,0.0802,-9.23,0.1516,4171.86,mtx,0.01,,,270819.0,94792.0,369.0,15946.0,1511.0,1678.0,,1340.0
T45,221.1,-2.35,0.0683,-10.71,0.1879,4173.07,mtx,1.3,,,,,,,,,,
T45,221.4,-0.65,0.0885,-12.21,0.3217,4173.23,mtx,1.6,,,,,,,,,,
T45,224.6,-3.35,0.0988,-11.07,0.3403,4175.0,mtx,0.01,,,,,,,,,,
T45,261.5,-5.73,0.101,-9.75,0.2654,4195.36,mtx,0.4,,,220321.0,77457.0,1878.0,11785.0,755.0,3363.0,,1866.0
T45,263.3,-2.03,0.035,-14.52,0.4237,4196.35,mtx,0.1,,,,,,,,,,
T45,290.4,-8.14,0.1613,-5.41,0.1107,4211.3,mtx,0.1,,,209701.0,117012.0,1548.0,28148.0,1259.0,6021.0,,1682.0
T45,314.7,-8.96,0.0673,-4.88,0.3488,4224.7,mtx,0.0,,,187228.0,100989.0,2958.0,25284.0,2509.0,3552.0,91.0,1099.0
T45,319.7,-11.25,0.1046,-3.9,0.3027,4227.46,mtx,0.01,,,239792.0,125064.0,851.0,27077.0,696.0,6838.0,144.0,1200.0
T45,332.8,-11.14,0.1121,-3.22,0.4129,4234.69,mtx,0.1,,,172126.0,83624.0,1339.0,11754.0,2604.0,5884.0,,452.0
T45,350.2,-4.37,0.0789,-10.79,0.2206,4244.29,mtx,0.0,,,,,,,,,,
T45,351.0,-4.31,0.0468,-9.42,0.3508,4244.73,mtx,0.0,,,217448.0,70362.0,1836.0,19079.0,2049.0,2282.0,171.0,617.0
T45,351.9,-3.91,0.065,-10.24,0.2819,4245.22,mtx,0.01,,,,,,,,,,
T45,353.6,-4.06,0.0626,-9.95,0.2671,4246.16,mtx,0.01,,,,,,,,,,
T45,356.5,-2.79,0.0363,-8.22,0.2287,4247.76,mtx,0.01,,,,,,,,,,
T45,357.6,-3.34,0.1442,-9.28,0.3807,4248.37,mtx,0.01,,,,,,,,,,
T45,359.0,-2.97,0.0634,-8.92,0.2562,4249.14,mtx,0.1,,,265552.0,79918.0,2491.0,26622.0,3484.0,5574.0,292.0,841.0
T45,360.7,,,,,4250.08,mtx,0.01,,,,,,,,,,
T45,364.9,-0.46,0.0677,-5.23,0.2396,4252.4,mtx,0.01,,,,,,,,,,
T45,374.4,1.75,0.0836,-2.15,0.2508,4257.64,mtx,0.01,,,,,,,,,,
T45,378.2,1.13,0.0353,-4.81,0.1816,4259.73,mtx,0.2,,,208920.0,94063.0,634.0,28721.0,1053.0,7367.0,,542.0
T45,390.6,1.64,0.0784,-3.85,0.2946,4266.57,mtx,0.01,,,,,,,,,,
T45,392.1,1.04,0.0603,-2.21,0.1489,4267.4,mtx,0.01,,,,,,,,,,
T45,398.0,1.82,0.0495,-4.53,0.128,4270.66,mtx,0.1,,,,,,,,,,
T45,399.3,-1.89,0.0838,-4.25,0.4467,4271.37,mtx,0.01,,,,,,,,,,
T45,404.4,1.65,0.0555,-3.44,0.2169,4274.19,mtx,0.1,,,,,,,,,,
T45,423.9,-3.63,0.1411,-9.23,0.9336,4284.94,mtx,0.01,,,134255.0,4171.0,2599.0,1393.0,2069.0,821.0,,94.0
T45,450.4,,,,,4299.56,mtx,0.01,,,199395.0,7932.0,5815.0,3260.0,4874.0,1684.0,,
T45,543.7,-3.6,0.0537,-13.31,0.2122,4351.03,mtx,0.0,,,339209.0,2464.0,261.0,3274.0,289.0,7017.0,429.0,2722.0
T45,608.3,-0.32,0.0417,-2.86,0.4278,4386.67,mtx,0.01,,,230147.0,96593.0,2020.0,37429.0,2166.0,11731.0,,637.0
T45,615.3,-2.58,0.0593,-23.59,0.2588,4390.53,mtx,0.01,,,379755.0,3014.0,1025.0,3903.0,1051.0,4031.0,,1936.0
T45,635.2,2.96,0.0458,-11.68,0.1325,4401.51,mtx,0.01,,0.70643,387423.0,1827.0,170.0,817.0,243.0,686.0,,621.0
T45,669.8,3.71,0.0639,-11.82,0.26,4420.59,mtx,0.01,,,,,,,,,,
T45,670.3,3.41,0.0873,-11.78,0.1687,4420.87,mtx,0.01,,,424129.0,1745.0,46.0,1591.0,102.0,2517.0,,1628.0
T45,671.3,3.56,0.046,-11.7,0.1871,4421.42,mtx,0.01,,,,,,,,,,
T45,674.1,3.25,0.0558,-12.04,0.1819,4422.96,mtx,0.01,,,,,,,,,,
T45,678.7,5.22,0.0691,-11.74,0.2002,4425.5,mtx,0.01,,0.70603,411127.0,5476.0,148.0,665.0,111.0,485.0,,1408.0
T45,680.9,3.94,0.0853,-11.83,0.3008,4426.72,mtx,0.6,,,,,,,,,,
T45,700.9,1.52,0.0893,-12.16,0.319,4437.75,mtx,0.01,,0.70612,321016.0,2827.0,583.0,1684.0,428.0,1525.0,,1516.0
T45,701.5,-0.94,0.0477,-12.05,0.1868,4438.08,mtx,0.01,,,,,,,,,,
T46,1.2,1.82,0.0867,0.13,0.3854,3703.6,mtx,3.7,,,313906.0,197500.0,682.0,293.0,1268.0,444.0,,539.0
T46,2.1,1.6,0.046,0.13,0.1793,3704.5,mtx,2.8,,,,,,,,,,
T46,3.8,0.1,0.0243,-0.2,0.2356,3706.2,mtx,1.1,,,,,,,,,,
T46,5.9,1.09,0.0357,-1.07,0.1778,3708.3,mtx,0.0,,,,,,,,,,
T46,7.1,2.19,0.0703,-0.63,0.0625,3709.5,mtx,0.4,,,,,,,,,,
T46,8.0,0.98,0.0293,0.37,0.1408,3710.4,mtx,0.0,,,,,,,,,,
T46,8.7,1.44,0.0775,-0.03,0.3507,3711.1,mtx,0.5,,,,,,,,,,
T46,9.6,0.92,0.0588,0.43,0.1276,3712.0,mtx,0.01,,,,,,,,,,
T46,11.0,2.35,0.0876,-0.53,0.235,3713.4,mtx,0.0,,,,,,,,,,
T46,12.0,0.79,0.0676,-0.2,0.2805,3714.4,mtx,0.6,,,,,,,,,,
T46,13.6,1.75,0.0673,-0.49,0.0945,3716.0,mtx,0.6,,,,,,,,,,
T46,14.2,2.34,0.0633,0.89,0.1696,3716.6,mtx,0.01,,,,,,,,,,
T46,15.2,0.77,0.0727,-0.42,0.1789,3717.6,mtx,0.0,,,,,,,,,,
T46,17.0,1.23,0.0862,0.13,0.1977,3719.4,mtx,0.6,,,,,,,,,,
T46,18.4,-0.02,0.0964,-0.53,0.2645,3720.8,mtx,2.0,,,,,,,,,,
T46,19.2,1.22,0.0808,1.44,0.419,3721.6,mtx,2.8,,,,,,,,,,
T46,21.0,1.17,0.0937,0.72,0.2638,3723.4,mtx,4.6,,,295540.0,175279.0,544.0,940.0,426.0,1313.0,,559.0
T46,22.4,0.26,0.0783,0.62,0.3012,3724.8,mtx,6.0,,,,,,,,,,
T46,24.0,1.04,0.092,0.74,0.3751,3726.4,mtx,7.6,,,,,,,,,,
T46,25.3,1.48,0.0937,0.76,0.1895,3727.7,mtx,8.9,,,,,,,,,,
T46,26.3,2.27,0.0757,1.18,0.1847,3728.7,mtx,9.9,,,,,,,,,,
T46,27.9,1.89,0.0546,0.88,0.28,3730.3,mtx,11.5,,,,,,,,,,
T46,29.2,1.23,0.0702,0.98,0.175,3731.6,mtx,12.8,,,,,,,,,,
T46,30.4,1.5,0.1095,1.22,0.7632,3732.8,mtx,14.0,,,,,,,,,,
T46,33.6,2.22,0.0382,-0.03,0.3566,3736.0,mtx,17.2,,,,,,,,,,
T46,35.2,1.96,0.0628,0.8,0.0959,3737.6,mtx,18.8,,,,,,,,,,
T46,36.0,2.07,0.0747,0.43,0.1885,3738.4,mtx,19.6,,,,,,,,,,
T46,37.4,1.69,0.0782,0.15,0.1316,3739.8,mtx,21.0,,,,,,,,,,
T46,38.4,1.8,0.113,-0.16,0.7518,3740.8,mtx,22.0,,,,,,,,,,
T46,39.7,2.22,0.0397,0.25,0.1837,3742.1,mtx,23.3,,,,,,,,,,
T46,41.2,2.02,0.0538,0.23,0.1346,3743.6,mtx,24.8,,,308869.0,184872.0,287.0,592.0,192.0,158.0,,334.0
T46,42.0,1.95,0.1614,0.95,0.9057,3744.4,mtx,25.6,,,,,,,,,,
T46,43.4,2.0,0.0656,-0.73,0.1268,3745.8,mtx,27.0,,,,,,,,,,
T46,44.7,2.04,0.1027,-1.11,0.276,3747.1,mtx,27.6,,,,,,,,,,
T46,45.0,3.83,0.0755,-0.21,0.213,3747.4,mtx,27.3,,,,,,,,,,
T46,46.1,2.37,0.0858,-0.07,0.4244,3748.5,mtx,26.2,,,,,,,,,,
T46,46.8,0.46,0.1228,-1.88,0.3646,3749.2,mtx,25.5,,,,,,,,,,
T46,48.5,2.35,0.0999,0.51,0.2644,3750.9,mtx,23.8,,,,,,,,,,
T46,49.2,0.86,0.0998,-0.51,0.3385,3751.6,mtx,23.1,,,,,,,,,,
T46,50.6,2.0,0.0603,0.55,0.2849,3753.0,mtx,21.7,,,,,,,,,,
T46,53.7,1.92,0.0599,0.3,0.4305,3756.1,mtx,18.6,,,,,,,,,,
T46,54.4,1.35,0.1122,0.24,0.2877,3756.8,mtx,17.9,,,,,,,,,,
T46,54.7,2.12,0.1009,0.01,0.2639,3757.1,mtx,17.6,,,,,,,,,,
T46,55.8,2.07,0.0526,0.4,0.0754,3758.2,mtx,16.5,,,,,,,,,,
T46,56.3,2.81,0.0766,0.43,0.0427,3758.7,mtx,16.0,,,,,,,,,,
T46,58.0,4.04,0.049,-0.01,0.224,3760.4,mtx,14.3,,,,,,,,,,
T46,58.3,3.03,0.0484,-0.1,0.1399,3760.7,mtx,14.0,,,,,,,,,,
T46,60.0,4.05,0.0531,0.78,0.384,3762.4,mtx,12.3,,,305337.0,181028.0,326.0,884.0,448.0,262.0,,147.0
T46,61.6,4.14,0.0698,0.64,0.1968,3764.0,mtx,10.7,,,,,,,,,,
T46,62.6,4.14,0.0824,0.69,0.3031,3765.0,mtx,9.7,,,,,,,,,,
T46,63.2,4.14,0.0861,0.54,0.2514,3765.6,mtx,9.1,,,,,,,,,,
T46,64.3,4.07,0.0939,0.14,0.2114,3766.7,mtx,8.0,,,,,,,,,,
T46,64.4,4.32,0.0873,0.76,0.3172,3766.8,mtx,7.9,,,,,,,,,,
T46,64.8,2.75,0.0846,-0.68,0.4296,3767.2,mtx,7.5,,,,,,,,,,
T46,65.9,4.34,0.0688,1.04,0.216,3768.3,mtx,6.4,,,,,,,,,,
T46,66.5,4.24,0.0866,0.91,0.2442,3768.9,mtx,5.8,,,,,,,,,,
T46,68.6,3.87,0.0848,0.62,0.1699,3771.0,mtx,3.7,,,,,,,,,,
T46,70.3,3.93,0.0243,-1.98,0.2145,3772.7,mtx,2.0,,,,,,,,,,
T46,71.9,4.38,0.076,-1.59,0.1753,3774.3,mtx,0.4,,,327966.0,187523.0,1100.0,7034.0,858.0,1060.0,,125.0
T46,72.3,4.23,0.0707,-0.52,0.2256,3774.7,mtx,0.01,,,,,,,,,,
T46,84.9,1.96,0.1082,-0.85,0.1632,3787.3,mtx,0.1,,,,,,,,,,
T46,85.6,2.44,0.0709,-0.23,0.3079,3788.0,mtx,0.8,,,289459.0,162003.0,1212.0,12988.0,1614.0,486.0,,120.0
T46,86.7,2.93,0.0796,-1.12,0.241,3789.1,mtx,1.9,,,,,,,,,,
T46,87.2,3.0,0.0897,-1.08,0.2021,3789.6,mtx,2.2,,,,,,,,,,
T46,87.8,3.15,0.0934,-0.79,0.2967,3790.2,mtx,1.6,,,256717.0,147296.0,677.0,6214.0,982.0,356.0,,108.0
T46,88.5,2.61,0.0812,-0.63,0.3297,3790.9,mtx,0.9,,,,,,,,,,
T46,89.4,0.45,0.0648,-1.26,0.1849,3791.8,mtx,0.01,,,273190.0,154751.0,836.0,6556.0,1382.0,1122.0,,126.0
T46,96.9,-3.29,0.059,-1.53,0.083,3799.3,mtx,0.01,,,267293.0,140205.0,489.0,9097.0,802.0,3055.0,,403.0
T46,97.3,-4.23,0.0495,-5.27,0.0792,3799.7,mtx,0.4,,,,,,,,,,
T46,97.3,-3.49,0.0403,-2.3,0.2147,3799.7,mtx,0.4,,,251869.0,138809.0,270.0,1736.0,648.0,1307.0,,584.0
T46,97.7,,,,,3800.1,mtx,0.01,,,,,,,,,,
T46,98.6,-0.14,0.1082,-4.73,0.2078,3801.0,mtx,0.5,,0.70628,287041.0,122529.0,813.0,2063.0,1110.0,706.0,,949.0
T46,99.0,-0.02,0.026,-8.01,0.0172,3801.4,mtx,0.1,,,,,,,,,,
T46,99.6,,,,,3802.0,mtx,0.01,,,,,,,,,,
